Code,Product
5109.90.80,"Yarn of wool nesoi, or fine animal hair nesoi, < 85% of that wool/hair, for retail sale, of"
5109.90.90,"Yarn of wool nesoi, or fine animal hair nesoi, < 85% of that wool/hair, put up for retail"
5110.00.00,Yarn of coarse animal hair or horsehair (including gimped horsehair yarn) whether or
5111.11.20,"Tapestry and upholstery fabrics of carded wool/fine animal hair, over 85% wool or hair,"
5111.11.30,"Hand-woven fabrics of carded wool/fine animal hair, 85% or more wool or hair, loom"
5111.11.70,"Woven fabrics, 85% or more by weight of carded wool/fine animal hair, weight not over"
5111.19.10,"Tapestry and upholstery fabrics, woven, 85% or more by weight of carded wool/fine"
5111.19.20,"Hand-woven fabrics, with 85 percent or more by weight of carded wool/fine animal"
5111.19.60,"Woven fabrics, with 85 percent or more by weight of carded wool/fine animal hair"
5111.20.05,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly or solely"
5111.20.10,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly or solely"
5111.20.90,"Woven fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made"
5111.30.05,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly/solely with"
5111.30.10,"Tapestry & upholstery fabrics of carded wool/fine animal hair, mixed mainly/solely with"
5111.30.90,"Woven fabrics of carded wool/fine animal hair, mixed mainly or solely with man-made"
5111.90.30,"Woven fabrics of carded wool/fine animal hair, containing 30 percent or more by weight"
5111.90.40,"Tapestry and upholstery fabrics of carded wool/fine animal hair, weight over 300 g/m2,"
5111.90.50,"Tapestry and upholstery fabrics of carded wool/fine animal hair, weight not over 140"
5111.90.90,"Woven fabrics of carded wool/fine animal hair, containing less than 85% wool or hair,"
5112.11.10,"Tapestry and upholstery fabrics of combed wool/fine animal hair, containing 85% or"
5112.11.30,"Woven fabrics of combed wool/fine animal hair, over 85% wool or hair, weight not over"
5112.11.60,"Woven fabrics of combed wool/fine animal hair, over 85% wool or hair, weight not over"
5112.19.20,"Tapestry and upholstery fabrics of combed wool/fine animal hair, over 85% wool or"
5112.19.60,"Woven fabrics of combed wool/fine animal hair, over 85% wool or fine animal hair, ov"
5112.19.95,"Woven fabrics of combed wool/fine animal hair, over 85% wool or fine animal hair,"
5112.20.10,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely"
5112.20.20,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely"
5112.20.30,"Woven fabrics of combed wool/fine animal hair, mixed mainly or solely with man-made"
5112.30.10,"Tapestry and upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely"
5112.30.20,"Tapestry & upholstery fabrics of combed wool/fine animal hair, mixed mainly/solely"
5112.30.30,"Woven fabrics of combed wool/fine animal hair, mixed mainly or solely with man-made"
5112.90.30,"Woven fabrics of combed wool/fine animal hair, nesoi, containing 30 percent or more"
5112.90.40,"Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under"
5112.90.50,"Woven tapestry/upholstery fabrics of combed wool/fine animal hair, con. by wt. under"
5112.90.90,"Woven fabrics of combed wool or combed fine animal hair, nesoi"
5113.00.00,Woven fabrics of coarse animal hair or of horsehair
5201.00.05,"Cotton, not carded or combed, having a staple length under 19.05 mm (3/4 inch), harsh"
5201.00.12,"Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches),"
5201.00.14,"Cotton, n/carded or combed, having a staple length < 28.575 mm (1-1/8 inches),"
5201.00.18,"Cotton, not carded or combed, having a staple length under 28.575 mm (1-1/8 inches),"
5201.00.22,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925"
5201.00.24,"Cotton,n/carded or combed,harsh or rough,staple length 29.36875 mm or more but n/o"
5201.00.28,"Cotton, not carded or combed, harsh or rough, staple length of 29.36875 mm or more"
5201.00.34,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925"
5201.00.38,"Cotton, not carded or combed, staple length of 28.575 mm or more but under 34.925"
5201.00.55,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, described"
5201.00.60,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, quota"
5201.00.80,"Cotton, not carded or combed, having a staple length of 34.925 mm or more, nesoi"
5202.10.00,Cotton yarn waste (including thread waste)
5202.91.00,Cotton garnetted stock
5202.99.05,Cotton card strips made from cotton waste having staple length under 30.1625 mm &
5202.99.10,"Cotton card strips made from cotton waste w/staple length under 30.1625 mm & lap,"
5202.99.30,Cotton card strips made from cotton waste having staple length under 30.1625 mm &
5202.99.50,"Cotton waste, other than yarn waste and garnetted stock, nesoi"
5203.00.05,"Cotton fibers, carded or combed, of cotton fiber processed but not spun, described in"
5203.00.10,"Cotton fibers, carded or combed, of cotton fiber processed but not spun, quota"
5203.00.30,"Cotton fibers, carded or combed, of cotton fiber processed, but not spun, nesoi"
5203.00.50,"Cotton carded or combed, excluding fibers of cotton processed but not spun"
5204.11.00,"Cotton sewing thread, containing 85 percent or more by weight of cotton, not put up"
5204.19.00,"Cotton sewing thread, containing less than 85 percent by weight of cotton, not put up"
5204.20.00,"Cotton sewing thread, put up for retail sale"
5205.11.10,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, not over 14 nm,"
5205.11.20,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o 14 nm,"
5205.12.10,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 14 but n/o 43 nm,"
5205.12.20,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 14 nm but"
5205.13.10,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 but n/o 52 nm,"
5205.13.20,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 43 nm but n/o 52"
5205.14.10,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 52 but n/o 80 nm,"
5205.14.20,"Single cotton yarn, 85% or more cotton by weight, of uncombed fibers, over 52 but n/o"
5205.15.10,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 80 nm, unbleached,"
5205.15.20,"Single cotton yarn, 85% or more cotton, of uncombed fibers, over 80 nm, bleached or"
5205.21.00,"Single cotton yarn, 85% or more cotton by weight, of combed fibers, not over 14 nm,"
5205.22.00,"Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 14 but n/o 43"
5205.23.00,"Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 43 but n/o 52"
5205.24.00,"Single cotton yarn, 85% or more cotton by weight, of combed fibers, over 52 but n/o 80"
5205.26.00,"Single cotton yarn,85% or > cotton by wt, of combed fiber, meas.<125 but not<106.38"
5205.27.00,"Single cotton yarn,85% or > cotton by wt,of combed fiber,meas.<106.38 but not<83.33"
5205.28.00,"Single cotton yarn, 85% or > cotton by wt, of combed fibers, meas.<83.33 decitex, >120"
5205.31.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, n/o"
5205.32.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn"
5205.33.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn"
5205.34.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, yarn"
5205.35.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of uncombed fibers, over"
5205.41.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, not"
5205.42.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn"
5205.43.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn"
5205.44.00,"Multiple or cabled cotton yarn, 85% or more cotton by weight, of combed fibers, yarn"
5205.46.00,"Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >80nm but not"
5205.47.00,"Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >94nm but not"
5205.48.00,"Multiple or cabled cotton yarn, 85% or > cotton by wt, of combed fibers, >120nm per"
5206.11.00,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, not over"
5206.12.00,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 14"
5206.13.00,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 43"
5206.14.00,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 52"
5206.15.00,"Single cotton yarn, less than 85 percent cotton by weight, of uncombed fibers, over 80"
5206.21.00,"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, not over 14"
5206.22.00,"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, over 14 but"
5206.23.00,"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, over 43 but"
5206.24.00,"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, over 52 but"
5206.25.00,"Single cotton yarn, less than 85 percent cotton by weight, of combed fibers, over 80 nm,"
5206.31.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of uncombed fibers, not over"
5206.32.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of uncombed fibers, over 14"
5206.33.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of uncombed fibers, over 43"
5206.34.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of uncombed fibers, over 52"
5206.35.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of uncombed fibers, over 80 nm"
5206.41.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, n/o 14 nm"
5206.42.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, over 14 but"
5206.43.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, over 43 but"
5206.44.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, over 52 but"
5206.45.00,"Multiple or cabled cotton yarn, < 85% cotton by weight, of combed fibers, over 80 nm"
5207.10.00,"Cotton yarn, other than sewing thread, containing 85 percent or more cotton by weight,"
5207.90.00,"Cotton yarn, other than sewing thread, containing less than 85 percent cotton by"
5208.11.20,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100"
5208.11.40,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100"
5208.11.60,"Woven cotton fabric, 85% or more cotton by weight, plain weave, wt n/o 100 g/m2,"
5208.11.80,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight not over 100"
5208.12.40,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but"
5208.12.60,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but"
5208.12.80,"Woven cotton fabric, 85% or more cotton by weight, plain weave, weight over 100 but"
5208.13.00,"Unbleached 3- or 4-thread twill fabrics of cotton, incl. cross twill, containing 85% or"
5208.19.20,"Unbleached satin or twill weave fabrics of cotton, containing 85% or more cotton by"
5208.19.40,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing"
5208.19.60,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing"
5208.19.80,"Unbleached woven fabrics of cotton, nesoi, 85% or more of cotton by weight, weighing"
5208.21.20,"Woven cotton fabric, 85 percent or more cotton by weight, plain weave, not over 100"
5208.21.40,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2,"
5208.21.60,"Woven cotton fabric, 85% or more cotton by weight, plain weave, not over 100 g/m2,"
5208.22.40,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200"
5208.22.60,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200"
5208.22.80,"Woven cotton fabric, 85% or more cotton by weight, plain weave, over 100 but n/o 200"
5208.23.00,"Woven cotton fabric, >= 85% by wt. cotton, <= 200 g/m2, bleached, exc. plain weave, 3-"
5208.29.20,"Bleached satin or twill weave fabrics, containing 85% or more cotton by weight,"
5208.29.40,"Bleached woven fabrics of cotton, nesoi, 85% or more cotton by weight, weighing not"
5208.29.60,"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight,"
5208.29.80,"Bleached woven fabrics of cotton, nesoi, containing 85% or more cotton by weight,"
5208.31.20,"Dyed plain weave certified hand-loomed fabrics of cotton, containing 85% or more"
5208.31.40,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing"
5208.31.60,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing"
5208.31.80,"Dyed plain weave fabrics of cotton, containing 85% or more cotton by weight, weighing"
5208.32.10,"Dyed plain weave certified hand-loomed fabrics of cotton, cont. 85% or more cotton by"
5208.32.30,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100"
5208.32.40,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100"
5208.32.50,"Dyed plain weave fabrics of cotton, nesoi, 85% or more cotton by weight, over 100"
5208.33.00,"Dyed 3- or 4-thread twill fabrics of cotton, including cross twill, 85% or more cotton by"
5208.39.20,"Dyed satin or twill weave fabrics of cotton, containing 85% or more cotton by weight,"
5208.39.40,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight,"
5208.39.60,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight,"
5208.39.80,"Dyed woven fabrics of cotton, nesoi, containing 85% or more cotton by weight,"
5208.41.20,"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight,"
5208.41.40,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100"
5208.41.60,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100"
5208.41.80,"Plain weave fabrics of cotton, 85% or more cotton by weight, weighing not over 100"
5208.42.10,"Plain weave certified hand-loomed fabrics of cotton, 85% or more cotton by weight,"
